Date,Close,High,Low,Open,Volume,RSI,BB_Lower,BB_Middle,BB_Upper,SMA_20,SMA_50,SMA_200,ATR
2022-10-18,51.20761489868164,51.516094652452836,50.899135144910446,51.08966930242212,11823100,44.898092245836544,48.494611484211696,51.13865737915039,53.78270327408908,51.13865737915039,54.34369400024414,55.315569896698,1.079453456141034
2022-10-19,50.772098541259766,51.29832996731765,50.56342163607898,51.08965306213686,10182300,42.23235725611055,48.65818097239624,50.9826021194458,53.307023266495364,50.9826021194458,54.22332061767578,55.30629508972168,1.0548430810778424
2022-10-20,49.973690032958984,50.73581267680573,49.864812402940224,50.59972083085342,16905100,37.801356374313656,48.81483793367769,50.792978286743164,52.77111863980864,50.792978286743164,54.07617027282715,55.28863525390625,1.0443032958736722
2022-10-21,50.772098541259766,50.90819383035666,49.892026977853305,49.90109838197118,15034100,44.1157365764476,49.02148360611403,50.673215293884276,52.32494698165452,50.673215293884276,53.952734375,55.27274879455567,1.04229354928502
2022-10-24,52.232852935791016,52.37801966401626,51.32556001912131,51.389070246404366,17416700,53.43079112907944,49.06497491569507,50.65960540771484,52.25423589973462,50.65960540771484,53.84986656188965,55.26558609008789,1.0825526734620337
2022-10-25,53.484920501708984,53.63008723637173,52.39616826121442,53.566577006272276,28829900,59.64057009454425,48.76715441800907,50.776192855834964,52.78523129366086,50.776192855834964,53.75762855529785,55.26530492782593,1.105029938652317
2022-10-26,53.884124755859375,54.237968432951384,53.403260626585386,53.53935248490276,15831400,61.40755038871756,48.487503063237156,50.885521697998044,53.28354033275893,50.885521697998044,53.663826904296876,55.266576023101806,1.0857212100434894
2022-10-27,54.01115036010742,54.29241243180233,53.875058488808385,54.22890219965317,16026100,61.97798077560602,48.26416085203102,51.01980113983154,53.77544142763207,51.01980113983154,53.575268020629885,55.26839353561402,1.0379806797782034
2022-10-28,55.12711715698242,55.26321248152627,53.95671190230642,54.04743981130373,12888900,66.64279778033216,47.9522785981548,51.234829902648926,54.51738120714305,51.234829902648926,53.50290351867676,55.275391521453855,1.0571606767701043
2022-10-31,54.301483154296875,54.95473520365138,54.13817014195825,54.900296379189164,14016400,60.70849275358698,47.8350867997237,51.379996871948244,54.92490694417279,51.379996871948244,53.41492706298828,55.276663837432864,1.052288271374923
